,pclass,survived,name,sex,age,ticket,ticketPrice
405,2,False,"hocking, mr. samuel james metcalfe",male,36,242963,13.0
406,2,True,"hocking, mrs. elizabeth (eliza needs)",female,54,29105,23.0
407,2,False,"hodges, mr. henry price",male,50,250643,13.0
408,2,False,"hold, mr. stephen",male,44,26707,26.0
409,2,True,"hold, mrs. stephen (annie margaret hill)",female,29,26707,26.0
410,2,False,"hood, mr. ambrose jr",male,21,S.O.C. 14879,73.5
411,2,True,"hosono, mr. masabumi",male,42,237798,13.0
412,2,False,"howard, mr. benjamin",male,63,24065,26.0
413,2,False,"howard, mrs. benjamin (ellen truelove arman)",female,60,24065,26.0
414,2,False,"hunt, mr. george henry",male,33,SCO/W 1585,12.275
415,2,True,"ilett, miss. bertha",female,17,SO/C 14885,10.5
416,2,False,"jacobsohn, mr. sidney samuel",male,42,243847,27.0
417,2,True,"jacobsohn, mrs. sidney samuel (amy frances christy)",female,24,243847,27.0
418,2,False,"jarvis, mr. john denzil",male,47,237565,15.0
419,2,False,"jefferys, mr. clifford thomas",male,24,C.A. 31029,31.5
420,2,False,"jefferys, mr. ernest wilfred",male,22,C.A. 31029,31.5
421,2,False,"jenkin, mr. stephen curnow",male,32,C.A. 33111,10.5
422,2,True,"jerwan, mrs. amin s (marie marthe thuillard)",female,23,SC/AH Basle 541,13.7917
423,2,False,"kantor, mr. sinai",male,34,244367,26.0
424,2,True,"kantor, mrs. sinai (miriam sternin)",female,24,244367,26.0
425,2,False,"karnes, mrs. j frank (claire bennett)",female,22,F.C.C. 13534,21.0
426,2,False,"keane, mr. daniel",male,35,233734,12.35
427,2,True,"kelly, mrs. florence ""fannie""",female,45,223596,13.5
428,2,False,"kirkland, rev. charles leonard",male,57,219533,12.35
429,2,False,"kvillner, mr. johan henrik johannesson",male,31,C.A. 18723,10.5
430,2,False,"lahtinen, mrs. william (anna sylfven)",female,26,250651,26.0
431,2,False,"lahtinen, rev. william",male,30,250651,26.0
432,2,True,"laroche, miss. louise",female,1,SC/Paris 2123,41.5792
433,2,True,"laroche, miss. simonne marie anne andree",female,3,SC/Paris 2123,41.5792
434,2,False,"laroche, mr. joseph philippe lemercier",male,25,SC/Paris 2123,41.5792
435,2,True,"laroche, mrs. joseph (juliette marie louise lafargue)",female,22,SC/Paris 2123,41.5792
436,2,True,"lehmann, miss. bertha",female,17,SC 1748,12.0
437,2,True,"lemore, mrs. (amelia milley)",female,34,C.A. 34260,10.5
438,2,False,"levy, mr. rene jacques",male,36,SC/Paris 2163,12.875
439,2,False,"leyson, mr. robert william norman",male,24,C.A. 29566,10.5
440,2,False,"lingane, mr. john",male,61,235509,12.35
441,2,False,"louch, mr. charles alexander",male,50,SC/AH 3085,26.0
442,2,True,"louch, mrs. charles alexander (alice adelaide slow)",female,42,SC/AH 3085,26.0
443,2,False,"mack, mrs. (mary)",female,57,S.O./P.P. 3,10.5
444,2,True,"mallet, master. andre",male,1,S.C./PARIS 2079,37.0042
445,2,False,"mallet, mr. albert",male,31,S.C./PARIS 2079,37.0042
446,2,True,"mallet, mrs. albert (antoinette magnin)",female,24,S.C./PARIS 2079,37.0042
447,2,False,"matthews, mr. william john",male,30,28228,13.0
448,2,False,"maybery, mr. frank hubert",male,40,239059,16.0
449,2,False,"mccrae, mr. arthur gordon",male,32,237216,13.5
450,2,False,"mccrie, mr. james matthew",male,30,233478,13.0
451,2,False,"mckane, mr. peter david",male,46,28403,26.0
452,2,True,"mellinger, miss. madeleine violet",female,13,250644,19.5
453,2,True,"mellinger, mrs. (elizabeth anne maidment)",female,41,250644,19.5
454,2,True,"mellors, mr. william john",male,19,SW/PP 751,10.5
455,2,False,"meyer, mr. august",male,39,248723,13.0
456,2,False,"milling, mr. jacob christian",male,48,234360,13.0
457,2,False,"mitchell, mr. henry michael",male,70,C.A. 24580,10.5
458,2,False,"montvila, rev. juozas",male,27,211536,13.0
459,2,False,"moraweck, dr. ernest",male,54,29011,14.0
460,2,False,"morley, mr. henry samuel (""mr henry marshall"")",male,39,250655,26.0
461,2,False,"mudd, mr. thomas charles",male,16,S.O./P.P. 3,10.5
462,2,False,"myles, mr. thomas francis",male,62,240276,9.6875
463,2,False,"nasser, mr. nicholas",male,32,237736,30.0708
464,2,True,"nasser, mrs. nicholas (adele achem)",female,14,237736,30.0708
465,2,True,"navratil, master. edmond roger",male,2,230080,26.0
466,2,True,"navratil, master. michel m",male,3,230080,26.0
467,2,False,"navratil, mr. michel (""louis m hoffman"")",male,36,230080,26.0
468,2,False,"nesson, mr. israel",male,26,244368,13.0
469,2,False,"nicholls, mr. joseph charles",male,19,C.A. 33112,36.75
470,2,False,"norman, mr. robert douglas",male,28,218629,13.5
471,2,True,"nourney, mr. alfred (""baron von drachstedt"")",male,20,SC/PARIS 2166,13.8625
472,2,True,"nye, mrs. (elizabeth ramell)",female,29,C.A. 29395,10.5
473,2,False,"otter, mr. richard",male,39,28213,13.0
474,2,True,"oxenham, mr. percy thomas",male,22,W./C. 14260,10.5
475,2,False,"pain, dr. alfred",male,23,244278,10.5
476,2,True,"pallas y castello, mr. emilio",male,29,SC/PARIS 2147,13.8583
477,2,False,"parker, mr. clifford richard",male,28,SC 14888,10.5
478,2,True,"parrish, mrs. (lutie davis)",female,50,230433,26.0
479,2,False,"pengelly, mr. frederick william",male,19,28665,10.5
480,2,False,"peruschitz, rev. joseph maria",male,41,237393,13.0
481,2,True,"phillips, miss. alice frances louisa",female,21,S.O./P.P. 2,21.0
482,2,True,"phillips, miss. kate florence (""mrs kate louise phillips marshall"")",female,19,250655,26.0
483,2,False,"phillips, mr. escott robert",male,43,S.O./P.P. 2,21.0
484,2,True,"pinsky, mrs. (rosa)",female,32,234604,13.0
485,2,False,"ponesell, mr. martin",male,34,250647,13.0
486,2,True,"portaluppi, mr. emilio ilario giuseppe",male,30,C.A. 34644,12.7375
487,2,False,"pulbaum, mr. franz",male,27,SC/PARIS 2168,15.0333
488,2,True,"quick, miss. phyllis may",female,2,26360,26.0
489,2,True,"quick, miss. winifred vera",female,8,26360,26.0
490,2,True,"quick, mrs. frederick charles (jane richards)",female,33,26360,26.0
491,2,False,"reeves, mr. david",male,36,C.A. 17248,10.5
492,2,False,"renouf, mr. peter henry",male,34,31027,21.0
493,2,True,"renouf, mrs. peter henry (lillian jefferys)",female,30,31027,21.0
494,2,True,"reynaldo, ms. encarnacion",female,28,230434,13.0
495,2,False,"richard, mr. emile",male,23,SC/PARIS 2133,15.0458
496,2,True,"richards, master. george sibley",male,0,29106,18.75
497,2,True,"richards, master. william rowe",male,3,29106,18.75
498,2,True,"richards, mrs. sidney (emily hocking)",female,24,29106,18.75
499,2,True,"ridsdale, miss. lucy",female,50,W./C. 14258,10.5
500,2,False,"rogers, mr. reginald harry",male,19,28004,10.5
501,2,True,"rugg, miss. emily",female,21,C.A. 31026,10.5
502,2,False,"schmidt, mr. august",male,26,248659,13.0
503,2,False,"sedgwick, mr. charles frederick waddington",male,25,244361,13.0
504,2,False,"sharp, mr. percival james r",male,27,244358,26.0
505,2,True,"shelley, mrs. william (imanita parrish hall)",female,25,230433,26.0
506,2,True,"silven, miss. lyyli karoliina",female,18,250652,13.0
507,2,True,"sincock, miss. maude",female,20,C.A. 33112,36.75
508,2,True,"sinkkonen, miss. anna",female,30,250648,13.0
509,2,False,"sjostedt, mr. ernst adolf",male,59,237442,13.5
510,2,True,"slayter, miss. hilda mary",female,30,234818,12.35
511,2,False,"slemen, mr. richard james",male,35,28206,10.5
512,2,True,"smith, miss. marion elsie",female,40,31418,13.0
513,2,False,"sobey, mr. samuel james hayden",male,25,C.A. 29178,13.0
514,2,False,"stanton, mr. samuel ward",male,41,237734,15.0458
515,2,False,"stokes, mr. philip joseph",male,25,F.C.C. 13540,10.5
516,2,False,"swane, mr. george",male,18,248734,13.0
517,2,False,"sweet, mr. george frederick",male,14,220845,65.0
518,2,True,"toomey, miss. ellen",female,50,F.C.C. 13531,10.5
519,2,False,"troupiansky, mr. moses aaron",male,23,233639,13.0
520,2,True,"trout, mrs. william h (jessie l)",female,28,240929,12.65
521,2,True,"troutt, miss. edwina celia ""winnie""",female,27,34218,10.5
522,2,False,"turpin, mr. william john robert",male,29,11668,21.0
523,2,False,"turpin, mrs. william john robert (dorothy ann wonnacott)",female,27,11668,21.0
524,2,False,"veal, mr. james",male,40,28221,13.0
525,2,True,"walcroft, miss. nellie",female,31,F.C.C. 13528,21.0
526,2,False,"ware, mr. john james",male,30,CA 31352,21.0
527,2,False,"ware, mr. william jeffery",male,23,28666,10.5
528,2,True,"ware, mrs. john james (florence louise long)",female,31,CA 31352,21.0
529,2,True,"watt, miss. bertha j",female,12,C.A. 33595,15.75
530,2,True,"watt, mrs. james (elizabeth ""bessie"" inglis milne)",female,40,C.A. 33595,15.75
531,2,True,"webber, miss. susan",female,32,27267,13.0
532,2,False,"weisz, mr. leopold",male,27,228414,26.0
533,2,True,"weisz, mrs. leopold (mathilde francoise pede)",female,29,228414,26.0
534,2,True,"wells, master. ralph lester",male,2,29103,23.0
535,2,True,"wells, miss. joan",female,4,29103,23.0
536,2,True,"wells, mrs. arthur henry (""addie"" dart trevaskis)",female,29,29103,23.0
537,2,True,"west, miss. barbara j",female,0,C.A. 34651,27.75
538,2,True,"west, miss. constance mirium",female,5,C.A. 34651,27.75
539,2,False,"west, mr. edwy arthur",male,36,C.A. 34651,27.75
540,2,True,"west, mrs. edwy arthur (ada mary worth)",female,33,C.A. 34651,27.75
541,2,False,"wheadon, mr. edward h",male,66,C.A. 24579,10.5
542,2,True,"wilhelms, mr. charles",male,31,244270,13.0
543,2,True,"wright, miss. marion",female,26,220844,13.5
544,2,False,"yrois, miss. henriette (""mrs harbeck"")",female,24,248747,13.0
545,3,False,"abbing, mr. anthony",male,42,C.A. 5547,7.55
546,3,False,"abbott, master. eugene joseph",male,13,C.A. 2673,20.25
547,3,False,"abbott, mr. rossmore edward",male,16,C.A. 2673,20.25
548,3,True,"abbott, mrs. stanton (rosa hunt)",female,35,C.A. 2673,20.25
549,3,True,"abelseth, miss. karen marie",female,16,348125,7.65
550,3,True,"abelseth, mr. olaus jorgensen",male,25,348122,7.65
551,3,True,"abrahamsson, mr. abraham august johannes",male,20,SOTON/O2 3101284,7.925
552,3,True,"abrahim, mrs. joseph (sophie halaut easu)",female,18,2657,7.2292
553,3,False,"adahl, mr. mauritz nils martin",male,30,C 7076,7.25
554,3,False,"adams, mr. john",male,26,341826,8.05
555,3,False,"ahlin, mrs. johan (johanna persdotter larsson)",female,40,7546,9.475
556,3,True,"aks, master. philip frank",male,0,392091,9.35
557,3,True,"aks, mrs. sam (leah rosen)",female,18,392091,9.35
558,3,True,"albimona, mr. nassef cassem",male,26,2699,18.7875
559,3,False,"alexander, mr. william",male,26,3474,7.8875
560,3,False,"alhomaki, mr. ilmari rudolf",male,20,SOTON/O2 3101287,7.925
561,3,False,"ali, mr. ahmed",male,24,SOTON/O.Q. 3101311,7.05
562,3,False,"ali, mr. william",male,25,SOTON/O.Q. 3101312,7.05
563,3,False,"allen, mr. william henry",male,35,373450,8.05
564,3,False,"allum, mr. owen george",male,18,2223,8.3
565,3,False,"andersen, mr. albert karvin",male,32,C 4001,22.525
566,3,True,"andersen-jensen, miss. carla christine nielsine",female,19,350046,7.8542
567,3,False,"andersson, master. sigvard harald elias",male,4,347082,31.275
568,3,False,"andersson, miss. ebba iris alfrida",female,6,347082,31.275
569,3,False,"andersson, miss. ellis anna maria",female,2,347082,31.275
570,3,True,"andersson, miss. erna alexandra",female,17,3101281,7.925
571,3,False,"andersson, miss. ida augusta margareta",female,38,347091,7.775
572,3,False,"andersson, miss. ingeborg constanzia",female,9,347082,31.275
573,3,False,"andersson, miss. sigrid elisabeth",female,11,347082,31.275
574,3,False,"andersson, mr. anders johan",male,39,347082,31.275
575,3,True,"andersson, mr. august edvard (""wennerstrom"")",male,27,350043,7.7958
576,3,False,"andersson, mr. johan samuel",male,26,347075,7.775
577,3,False,"andersson, mrs. anders johan (alfrida konstantia brogren)",female,39,347082,31.275
578,3,False,"andreasson, mr. paul edvin",male,20,347466,7.8542
579,3,False,"angheloff, mr. minko",male,26,349202,7.8958
580,3,False,"arnold-franchi, mr. josef",male,25,349237,17.8
581,3,False,"arnold-franchi, mrs. josef (josefine franchi)",female,18,349237,17.8
582,3,False,"aronsson, mr. ernst axel algot",male,24,349911,7.775
583,3,False,"asim, mr. adola",male,35,SOTON/O.Q. 3101310,7.05
584,3,False,"asplund, master. carl edgar",male,5,347077,31.3875
585,3,False,"asplund, master. clarence gustaf hugo",male,9,347077,31.3875
586,3,True,"asplund, master. edvin rojj felix",male,3,347077,31.3875
587,3,False,"asplund, master. filip oscar",male,13,347077,31.3875
588,3,True,"asplund, miss. lillian gertrud",female,5,347077,31.3875
589,3,False,"asplund, mr. carl oscar vilhelm gustafsson",male,40,347077,31.3875
590,3,True,"asplund, mr. johan charles",male,23,350054,7.7958
591,3,True,"asplund, mrs. carl oscar (selma augusta emilia johansson)",female,38,347077,31.3875
592,3,True,"assaf khalil, mrs. mariana (""miriam"")",female,45,2696,7.225
593,3,False,"assaf, mr. gerios",male,21,2692,7.225
594,3,False,"assam, mr. ali",male,23,SOTON/O.Q. 3101309,7.05
595,3,False,"attalah, miss. malake",female,17,2627,14.4583
596,3,False,"attalah, mr. sleiman",male,30,2694,7.225
597,3,False,"augustsson, mr. albert",male,23,347468,7.8542
598,3,True,"ayoub, miss. banoura",female,13,2687,7.2292
599,3,False,"baccos, mr. raffull",male,20,2679,7.225
600,3,False,"backstrom, mr. karl alfred",male,32,3101278,15.85
601,3,True,"backstrom, mrs. karl alfred (maria mathilda gustafsson)",female,33,3101278,15.85
602,3,True,"baclini, miss. eugenie",female,0,2666,19.2583
603,3,True,"baclini, miss. helene barbara",female,0,2666,19.2583
604,3,True,"baclini, miss. marie catherine",female,5,2666,19.2583
605,3,True,"baclini, mrs. solomon (latifa qurban)",female,24,2666,19.2583
606,3,True,"badman, miss. emily louisa",female,18,A/4 31416,8.05
607,3,False,"badt, mr. mohamed",male,40,2623,7.225
608,3,False,"balkic, mr. cerin",male,26,349248,7.8958
609,3,True,"barah, mr. hanna assi",male,20,2663,7.2292
610,3,False,"barbara, miss. saiide",female,18,2691,14.4542
611,3,False,"barbara, mrs. (catherine david)",female,45,2691,14.4542
612,3,False,"barry, miss. julia",female,27,330844,7.8792
613,3,False,"barton, mr. david john",male,22,324669,8.05
614,3,False,"beavan, mr. william thomas",male,19,323951,8.05
615,3,False,"bengtsson, mr. john viktor",male,26,347068,7.775
616,3,False,"berglund, mr. karl ivar sven",male,22,PP 4348,9.35
617,3,False,"betros, mr. tannous",male,20,2648,4.0125
618,3,True,"bing, mr. lee",male,32,1601,56.4958
619,3,False,"birkeland, mr. hans martin monsen",male,21,312992,7.775
620,3,False,"bjorklund, mr. ernst herbert",male,18,347090,7.75
621,3,False,"bostandyeff, mr. guentcho",male,26,349224,7.8958
622,3,False,"boulos, master. akar",male,6,2678,15.2458
623,3,False,"boulos, miss. nourelain",female,9,2678,15.2458
624,3,False,"bourke, mr. john",male,40,364849,15.5
625,3,False,"bourke, mrs. john (catherine)",female,32,364849,15.5
626,3,False,"bowen, mr. david john ""dai""",male,21,54636,16.1
627,3,True,"bradley, miss. bridget delia",female,22,334914,7.725
628,3,False,"braf, miss. elin ester maria",female,20,347471,7.8542
629,3,False,"braund, mr. lewis richard",male,29,3460,7.0458
630,3,False,"braund, mr. owen harris",male,22,A/5 21171,7.25
631,3,False,"brobeck, mr. karl rudolf",male,22,350045,7.7958
632,3,False,"brocklebank, mr. william alfred",male,35,364512,8.05
633,3,False,"buckley, miss. katherine",female,18,329944,7.2833
634,3,True,"buckley, mr. daniel",male,21,330920,7.8208
635,3,False,"burke, mr. jeremiah",male,19,365222,6.75
636,3,False,"burns, miss. mary delia",female,18,330963,7.8792
637,3,False,"cacic, miss. manda",female,21,315087,8.6625
638,3,False,"cacic, miss. marija",female,30,315084,8.6625
639,3,False,"cacic, mr. jego grga",male,18,315091,8.6625
640,3,False,"cacic, mr. luka",male,38,315089,8.6625
641,3,False,"calic, mr. jovo",male,17,315093,8.6625
642,3,False,"calic, mr. petar",male,17,315086,8.6625
643,3,False,"canavan, miss. mary",female,21,364846,7.75
644,3,False,"canavan, mr. patrick",male,21,364858,7.75
645,3,False,"cann, mr. ernest charles",male,21,A./5. 2152,8.05
646,3,False,"carlsson, mr. august sigfrid",male,28,350042,7.7958
647,3,False,"carlsson, mr. carl robert",male,24,350409,7.8542
648,3,True,"carr, miss. helen ""ellen""",female,16,367231,7.75
649,3,False,"carr, miss. jeannie",female,37,368364,7.75
650,3,False,"carver, mr. alfred john",male,28,392095,7.25
651,3,False,"celotti, mr. francesco",male,24,343275,8.05
652,3,False,"charters, mr. david",male,21,A/5. 13032,7.7333
653,3,True,"chip, mr. chang",male,32,1601,56.4958
654,3,False,"christmann, mr. emil",male,29,343276,8.05
655,3,False,"chronopoulos, mr. apostolos",male,26,2680,14.4542
656,3,False,"chronopoulos, mr. demetrios",male,18,2680,14.4542
657,3,False,"coelho, mr. domingos fernandeo",male,20,SOTON/O.Q. 3101307,7.05
658,3,True,"cohen, mr. gurshon ""gus""",male,18,A/5 3540,8.05
659,3,False,"colbert, mr. patrick",male,24,371109,7.25
660,3,False,"coleff, mr. peju",male,36,349210,7.4958
661,3,False,"coleff, mr. satio",male,24,349209,7.4958
662,3,False,"conlon, mr. thomas henry",male,31,21332,7.7333
663,3,False,"connaghton, mr. michael",male,31,335097,7.75
664,3,True,"connolly, miss. kate",female,22,370373,7.75
665,3,False,"connolly, miss. kate",female,30,330972,7.6292
666,3,False,"connors, mr. patrick",male,70,370369,7.75
667,3,False,"cook, mr. jacob",male,43,A/5 3536,8.05
668,3,False,"cor, mr. bartol",male,35,349230,7.8958
669,3,False,"cor, mr. ivan",male,27,349229,7.8958
670,3,False,"cor, mr. liudevit",male,19,349231,7.8958
671,3,False,"corn, mr. harry",male,30,SOTON/OQ 392090,8.05
672,3,True,"coutts, master. eden leslie ""neville""",male,9,C.A. 37671,15.9
673,3,True,"coutts, master. william loch ""william""",male,3,C.A. 37671,15.9
674,3,True,"coutts, mrs. william (winnie ""minnie"" treanor)",female,36,C.A. 37671,15.9
675,3,False,"coxon, mr. daniel",male,59,364500,7.25
676,3,False,"crease, mr. ernest james",male,19,S.P. 3464,8.1583
677,3,True,"cribb, miss. laura alice",female,17,371362,16.1
678,3,False,"cribb, mr. john hatfield",male,44,371362,16.1
679,3,False,"culumovic, mr. jeso",male,17,315090,8.6625
680,3,False,"daher, mr. shedid",male,22,2698,7.225
681,3,True,"dahl, mr. karl edwart",male,45,7598,8.05
682,3,False,"dahlberg, miss. gerda ulrika",female,22,7552,10.5167
683,3,False,"dakic, mr. branko",male,19,349228,10.1708
684,3,True,"daly, miss. margaret marcella ""maggie""",female,30,382650,6.95
685,3,True,"daly, mr. eugene patrick",male,29,382651,7.75
686,3,False,"danbom, master. gilbert sigvard emanuel",male,0,347080,14.4
687,3,False,"danbom, mr. ernst gilbert",male,34,347080,14.4
688,3,False,"danbom, mrs. ernst gilbert (anna sigrid maria brogren)",female,28,347080,14.4
689,3,False,"danoff, mr. yoto",male,27,349219,7.8958
690,3,False,"dantcheff, mr. ristiu",male,25,349203,7.8958
691,3,False,"davies, mr. alfred j",male,24,A/4 48871,24.15
692,3,False,"davies, mr. evan",male,22,SC/A4 23568,8.05
693,3,False,"davies, mr. john samuel",male,21,A/4 48871,24.15
694,3,False,"davies, mr. joseph",male,17,A/4 48873,8.05
695,3,True,"de messemaeker, mr. guillaume joseph",male,36,345572,17.4
696,3,True,"de messemaeker, mrs. guillaume joseph (emma)",female,36,345572,17.4
697,3,True,"de mulder, mr. theodore",male,30,345774,9.5
698,3,False,"de pelsmaeker, mr. alfons",male,16,345778,9.5
699,3,True,"dean, master. bertram vere",male,1,C.A. 2315,20.575
700,3,True,"dean, miss. elizabeth gladys ""millvina""",female,0,C.A. 2315,20.575
701,3,False,"dean, mr. bertram frank",male,26,C.A. 2315,20.575
702,3,True,"dean, mrs. bertram (eva georgetta light)",female,33,C.A. 2315,20.575
703,3,False,"delalic, mr. redjo",male,25,349250,7.8958
704,3,False,"dennis, mr. samuel",male,22,A/5 21172,7.25
705,3,False,"dennis, mr. william",male,36,A/5 21175,7.25
706,3,True,"devaney, miss. margaret delia",female,19,330958,7.8792
707,3,False,"dika, mr. mirko",male,17,349232,7.8958
708,3,False,"dimic, mr. jovan",male,42,315088,8.6625
709,3,False,"dintcheff, mr. valtcho",male,43,349226,7.8958
710,3,False,"dooley, mr. patrick",male,32,370376,7.75
711,3,True,"dorking, mr. edward arthur",male,19,A/5. 10482,8.05
712,3,True,"dowdell, miss. elizabeth",female,30,364516,12.475
713,3,False,"doyle, miss. elizabeth",female,24,368702,7.75
714,3,True,"drapkin, miss. jennie",female,23,SOTON/OQ 392083,8.05
715,3,False,"drazenoic, mr. jozef",male,33,349241,7.8958
716,3,False,"duane, mr. frank",male,65,336439,7.75
717,3,True,"duquemin, mr. joseph",male,24,S.O./P.P. 752,7.55
718,3,False,"dyker, mr. adolf fredrik",male,23,347072,13.9
719,3,True,"dyker, mrs. adolf fredrik (anna elisabeth judith andersson)",female,22,347072,13.9
720,3,False,"edvardsson, mr. gustaf hjalmar",male,18,349912,7.775
721,3,False,"eklund, mr. hans linus",male,16,347074,7.775
722,3,False,"ekstrom, mr. johan",male,45,347061,6.975
723,3,False,"elias, mr. joseph",male,39,2675,7.2292
724,3,False,"elias, mr. joseph jr",male,17,2690,7.2292
725,3,False,"elias, mr. tannous",male,15,2695,7.2292
726,3,False,"elsbury, mr. william james",male,47,A/5 3902,7.25
727,3,True,"emanuel, miss. virginia ethel",female,5,364516,12.475
728,3,False,"everett, mr. thomas james",male,40,C.A. 6212,15.1
729,3,False,"farrell, mr. james",male,40,367232,7.75
730,3,False,"fischer, mr. eberhard thelander",male,18,350036,7.7958
731,3,False,"foley, mr. joseph",male,26,330910,7.8792
732,3,False,"ford, miss. doolina margaret ""daisy""",female,21,W./C. 6608,34.375
733,3,False,"ford, miss. robina maggie ""ruby""",female,9,W./C. 6608,34.375
734,3,False,"ford, mr. edward watson",male,18,W./C. 6608,34.375
735,3,False,"ford, mr. william neal",male,16,W./C. 6608,34.375
736,3,False,"ford, mrs. edward (margaret ann watson)",female,48,W./C. 6608,34.375
737,3,False,"gallagher, mr. martin",male,25,36864,7.7417
738,3,False,"gilinski, mr. eliezer",male,22,14973,8.05
739,3,True,"gilnagh, miss. katherine ""katie""",female,16,35851,7.7333
740,3,True,"goldsmith, master. frank john william ""frankie""",male,9,363291,20.525
741,3,False,"goldsmith, mr. frank john",male,33,363291,20.525
742,3,False,"goldsmith, mr. nathan",male,41,SOTON/O.Q. 3101263,7.85
743,3,True,"goldsmith, mrs. frank john (emily alice brown)",female,31,363291,20.525
744,3,False,"goncalves, mr. manuel estanslas",male,38,SOTON/O.Q. 3101306,7.05
745,3,False,"goodwin, master. harold victor",male,9,CA 2144,46.9
746,3,False,"goodwin, master. sidney leonard",male,1,CA 2144,46.9
747,3,False,"goodwin, master. william frederick",male,11,CA 2144,46.9
748,3,False,"goodwin, miss. jessie allis",female,10,CA 2144,46.9
749,3,False,"goodwin, miss. lillian amy",female,16,CA 2144,46.9
750,3,False,"goodwin, mr. charles edward",male,14,CA 2144,46.9
751,3,False,"goodwin, mr. charles frederick",male,40,CA 2144,46.9
752,3,False,"goodwin, mrs. frederick (augusta tyler)",female,43,CA 2144,46.9
753,3,False,"green, mr. george henry",male,51,21440,8.05
754,3,False,"gronnestad, mr. daniel danielsen",male,32,8471,8.3625
755,3,False,"gustafsson, mr. alfred ossian",male,20,7534,9.8458
756,3,False,"gustafsson, mr. anders vilhelm",male,37,3101276,7.925
757,3,False,"gustafsson, mr. johan birger",male,28,3101277,7.925
758,3,False,"gustafsson, mr. karl gideon",male,19,347069,7.775
759,3,False,"haas, miss. aloisia",female,24,349236,8.85
760,3,False,"hagardon, miss. kate",female,17,AQ/3. 30631,7.7333
761,3,False,"hakkarainen, mr. pekka pietari",male,28,STON/O2. 3101279,15.85
762,3,True,"hakkarainen, mrs. pekka pietari (elin matilda dolck)",female,24,STON/O2. 3101279,15.85
763,3,False,"hampe, mr. leon",male,20,345769,9.5
764,3,False,"hanna, mr. mansour",male,23,2693,7.2292
765,3,False,"hansen, mr. claus peter",male,41,350026,14.1083
766,3,False,"hansen, mr. henrik juul",male,26,350025,7.8542
767,3,False,"hansen, mr. henry damsgaard",male,21,350029,7.8542
768,3,True,"hansen, mrs. claus peter (jennie l howard)",female,45,350026,14.1083
769,3,False,"harmer, mr. abraham (david lishin)",male,25,374887,7.25
770,3,False,"hassan, mr. houssein g n",male,11,2699,18.7875
771,3,True,"hedman, mr. oskar arvid",male,27,347089,6.975
772,3,False,"hegarty, miss. hanora ""nora""",female,18,365226,6.75
773,3,True,"heikkinen, miss. laina",female,26,STON/O2. 3101282,7.925
774,3,False,"heininen, miss. wendla maria",female,23,STON/O2. 3101290,7.925
775,3,True,"hellstrom, miss. hilda maria",female,22,7548,8.9625
776,3,False,"hendekovic, mr. ignjac",male,28,349243,7.8958
777,3,False,"henriksson, miss. jenny lovisa",female,28,347086,7.775
778,3,True,"hirvonen, miss. hildur e",female,2,3101298,12.2875
779,3,True,"hirvonen, mrs. alexander (helga e lindqvist)",female,22,3101298,12.2875
780,3,False,"holm, mr. john fredrik alexander",male,43,C 7075,6.45
781,3,False,"holthen, mr. johan martin",male,28,C 4001,22.525
782,3,True,"honkanen, miss. eliina",female,27,STON/O2. 3101283,7.925
783,3,False,"humblen, mr. adolf mathias nicolai olsen",male,42,348121,7.65
784,3,False,"ibrahim shawah, mr. yousseff",male,30,2685,7.2292
785,3,False,"ilmakangas, miss. ida livija",female,27,STON/O2. 3101270,7.925
786,3,False,"ilmakangas, miss. pieta sofia",female,25,STON/O2. 3101271,7.925
787,3,True,"jalsevac, mr. ivan",male,29,349240,7.8958
788,3,True,"jansson, mr. carl olof",male,21,350034,7.7958
789,3,False,"jensen, mr. hans peder",male,20,350050,7.8542
790,3,False,"jensen, mr. niels peder",male,48,350047,7.8542
791,3,False,"jensen, mr. svend lauritz",male,17,350048,7.0542
792,3,False,"johanson, mr. jakob alfred",male,34,3101264,6.4958
793,3,True,"johansson palmquist, mr. oskar leander",male,26,347070,7.775
794,3,False,"johansson, mr. erik",male,22,350052,7.7958
795,3,False,"johansson, mr. gustaf joel",male,33,7540,8.6542
796,3,False,"johansson, mr. karl johan",male,31,347063,7.775
797,3,False,"johansson, mr. nils",male,29,347467,7.8542
798,3,True,"johnson, master. harold theodor",male,4,347742,11.1333
799,3,True,"johnson, miss. eleanor ileen",female,1,347742,11.1333
800,3,False,"johnson, mr. alfred",male,49,LINE,0.0
801,3,False,"johnson, mr. malkolm joackim",male,33,347062,7.775
802,3,False,"johnson, mr. william cahoone jr",male,19,LINE,0.0
803,3,True,"johnson, mrs. oscar w (elisabeth vilhelmina berg)",female,27,347742,11.1333
804,3,False,"jonkoff, mr. lalio",male,23,349204,7.8958
805,3,True,"jonsson, mr. carl",male,32,350417,7.8542
806,3,False,"jonsson, mr. nils hilding",male,27,350408,7.8542
807,3,False,"jussila, miss. katriina",female,20,4136,9.825
808,3,False,"jussila, miss. mari aina",female,21,4137,9.825
809,3,True,"jussila, mr. eiriik",male,32,STON/O 2. 3101286,7.925
810,3,False,"kallio, mr. nikolai erland",male,17,STON/O 2. 3101274,7.125
811,3,False,"kalvik, mr. johannes halvorsen",male,21,8475,8.4333
812,3,False,"karaic, mr. milan",male,30,349246,7.8958
813,3,True,"karlsson, mr. einar gervasius",male,21,350053,7.7958
